family,subfamily,tribe,genus.group,subgenus,genus.species
Culicidae,Culicinae,Sabethini,Johnbelkinia,JohnbelkiniaJohnbelkinia,Johnbelkinia ulopus
Culicidae,Culicinae,Sabethini,Kimia,KimiaKimia,Kimia decorabilis
Culicidae,Culicinae,Sabethini,Kimia,KimiaKimia,Kimia imitata
Culicidae,Culicinae,Sabethini,Kimia,KimiaKimia,Kimia miyagii
Culicidae,Culicinae,Sabethini,Kimia,KimiaKimia,Kimia nemorosa
Culicidae,Culicinae,Sabethini,Kimia,KimiaKimia,Kimia suchariti
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus andinus
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus asulleptus
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus durhamii
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus flavisetosus
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus guayasi
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus hoffmani
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus martiali
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus paraensis
Culicidae,Culicinae,Sabethini,Limatus,LimatusLimatus,Limatus pseudomethysticus
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya farquharsoni
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya fraseri
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya genurostris
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya incomptas
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya jacobsoni
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya leei
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya marceli
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya moucheti
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya solomonis
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya splendens
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya taeniarostris
Culicidae,Culicinae,Sabethini,Malaya,MalayaMalaya,Malaya trichorostris
Culicidae,Culicinae,Sabethini,Maorigoeldia,MaorigoeldiaMaorigoeldia,Maorigoeldia argyropus
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion aenigma
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion brucei
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion celatum
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion imparis
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion personatum
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion regale
Culicidae,Culicinae,Sabethini,Onirion,OnirionOnirion,Onirion sirivanakarni
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia magna
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia walcotti
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia cerqueirai
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia frontosa
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia humboldti
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia rapax
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia reversa
Culicidae,Culicinae,Sabethini,Runchomyia,RunchomyiaRunchomyia,Runchomyia theobaldi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes petrocchiae
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes aurescens
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes fabricii
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes gorgasi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes hadrognathus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes identicus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes ignotus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes luxodens
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes paradoxus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes soperi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes undosus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes whitmani
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes xenismus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes albiprivus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes amazonicus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes batesi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes belisarioi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes bipartipes
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes cyaneus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes forattinii
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes gymnothorax
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes lanei
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes nitidus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes ortizi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes paraitepuyensis
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes purpureus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes quasicyaneus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes schnusei
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes shannoni
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes spixi
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes tarsopus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes andreae
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes idiogenes
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes intermedius
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes melanonymphe
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes theresae
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes xhyphydes
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes chloropterus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes conditus
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes glaucodaemon
Culicidae,Culicinae,Sabethini,Sabethes,SabethesSabethes,Sabethes tridentatus
Culicidae,Culicinae,Sabethini,Shannoniana,ShannonianaShannoniana,Shannoniana fluviatilis
Culicidae,Culicinae,Sabethini,Shannoniana,ShannonianaShannoniana,Shannoniana moralesi
Culicidae,Culicinae,Sabethini,Shannoniana,ShannonianaShannoniana,Shannoniana schedocyclia
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia discors
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia apsarae
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia argentoventralis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia auriceps
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia bambusaihole
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia bannaensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia cristata
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia dulongensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia houghtoni
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia kelabitensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia lehcharlesi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia leucotarsis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia mengi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia nepenthicola
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia papuensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia pseudoauriceps
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia pseudoleucotarsis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia roslihashimi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia spathulirostris
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia spinophallus
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia tumetarsalis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia yanbarensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia yanbareroides
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia aenea
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia aliyusopi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia angkoris
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia argyropalpis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia aureoventer
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia baolini
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia barbus
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia bifurcata
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia cabrerai
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia chaii
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia danaraji
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia dejesusi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia dubitans
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia gracilis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia hardini
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia hernandoi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia hirtusa
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia inclinata
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia irianensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia javaensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia katibasensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia lindsayi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia longisetosa
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia malaysiensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia margina
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia minor
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia nicksoni
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia nigra
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia pilosa
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia pseudobarbus
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia rubithoracis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia sabahensis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia svastii
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia sylvatica
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia tenuis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia tipuliformis
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia trifida
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia unispinosa
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia vijayae
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia winter
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia yongi
Culicidae,Culicinae,Sabethini,Topomyia,TopomyiaTopomyia,Topomyia zhangi
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon andinum
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon brevipes
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon castroi
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon compressum
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon digitatum
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon evansae
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon lampropus
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon lanei
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon obscurum
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon pallidiventer
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon simile
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon soaresi
Culicidae,Culicinae,Sabethini,Trichoprosopon,TrichoprosoponTrichoprosopon,Trichoprosopon vonplesseni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides altivallis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides apicotriangulatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides argenteiventris
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides atripes
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides caledonicus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides coheni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides collessi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides digoelensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides floridensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides folicola
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides marksae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides melanesiensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides microlepis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides perplexus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides punctolateralis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides rotumanus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides solomonis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides standfasti
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesPolylepidomyia,Tripteroides tasmaniensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides affinis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides aranoides
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides ceylonensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides coonorensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides dofleini
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides edwardsi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides longipalpis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides nepenthis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides nepenthisimilis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides pallidothorax
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides ponmeki
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides rozeboomi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides serratus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachionotomyia,Tripteroides tenax
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides adentata
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides bisquamatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides brevirhynchus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides concinnus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides confusus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides cuttsi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides exnebulis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides felicitatis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides filipes
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides flabelliger
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides fuliginosus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides fuscipleura
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides kingi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides latisquama
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides leei
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides longipalpatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides mathesoni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides obscurus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides pallidus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides pilosus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides plumiger
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides simplex
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides stonei
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides subnudipennis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides sylvestris
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides tityae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides torokinae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesRachisoura,Tripteroides vanleeuweni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides apoensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides barraudi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides belkini
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides christophersi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides delpilari
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides microcala
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides nepenthicola
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides roxasi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTricholeptomyia,Tripteroides werneri
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides aeneus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides alboscutellatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides antennalis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides bambusa
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides bimaculipes
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides binotatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides bonneti
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides brevipalpis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides caeruleocephalus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides cheni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides claggi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides denticulatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides distigma
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides dyari
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides dyi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides elegans
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides erlindae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides hoogstraali
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides hybridus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides indeterminatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides indicus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides intermediatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides knighti
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides latispinus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides lipovskyi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides littlechildi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides longisiphonus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides lorengaui
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides mabinii
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides magnesianus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides malayi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides malvari
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides mendacis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides monetifer
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides nissanensis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides nitidoventer
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides novohanoverae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides plumosus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides powelli
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides proximus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides purpuratus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides quasiornatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides reiseni
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides riverai
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides similis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides simulatus
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides splendens
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides sullivanae
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides tarsalis
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides toffaletii
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides uichancoi
Culicidae,Culicinae,Sabethini,Tripteroides,TripteroidesTripteroides,Tripteroides vicinus
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaAntunesmyia,Wyeomyia alani
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaAntunesmyia,Wyeomyia colombiana
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaAntunesmyia,Wyeomyia flavifacies
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaCaenomyiella,Wyeomyia fernandezyepezi
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaCruzmyia,Wyeomyia dyari
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaCruzmyia,Wyeomyia forattinii
Culicidae,Culicinae,Sabethini,Wyeomyia,WyeomyiaCruzmyia,Wyeomyia kummi
